"book","chapter","verse","part of speech","parsing code","text (including punctuation)","word (with punctuation stripped)","normalized word","lemma"
"57","01","19","RP","DS","σοι","σοι","σοι","σύ"
"57","01","19","C","","ὅτι","ὅτι","ὅτι","ὅτι"
"57","01","19","D","","καὶ","καὶ","καί","καί"
"57","01","19","RP","ASM","σεαυτόν","σεαυτόν","σεαυτόν","σεαυτοῦ"
"57","01","19","RP","DS","μοι","μοι","μοι","ἐγώ"
"57","01","19","V","2PAI-S","προσοφείλεις.","προσοφείλεις","προσοφείλεις","προσοφείλω"
"57","01","20","X","","ναί,","ναί","ναί","ναί"
"57","01","20","N","VSM","ἀδελφέ,","ἀδελφέ","ἀδελφέ","ἀδελφός"
"57","01","20","RP","NS","ἐγώ","ἐγώ","ἐγώ","ἐγώ"
"57","01","20","RP","GS","σου","σου","σου","σύ"
"57","01","20","V","1AMO-S","ὀναίμην","ὀναίμην","ὀναίμην","ὀνίνημι"
"57","01","20","P","","ἐν","ἐν","ἐν","ἐν"
"57","01","20","N","DSM","κυρίῳ·","κυρίῳ","κυρίῳ","κύριος"
"57","01","20","V","2AAD-S","ἀνάπαυσόν","ἀνάπαυσόν","ἀνάπαυσον","ἀναπαύω"
"57","01","20","RP","GS","μου","μου","μου","ἐγώ"
"57","01","20","RA","APN","τὰ","τὰ","τά","ὁ"
"57","01","20","N","APN","σπλάγχνα","σπλάγχνα","σπλάγχνα","σπλάγχνον"
"57","01","20","P","","ἐν","ἐν","ἐν","ἐν"
"57","01","20","N","DSM","⸀Χριστῷ.","Χριστῷ","Χριστῷ","Χριστός"
"57","01","21","V","XAPNSM","πεποιθὼς","πεποιθὼς","πεποιθώς","πείθω"
"57","01","21","RA","DSF","τῇ","τῇ","τῇ","ὁ"
"57","01","21","N","DSF","ὑπακοῇ","ὑπακοῇ","ὑπακοῇ","ὑπακοή"
"57","01","21","RP","GS","σου","σου","σου","σύ"
"57","01","21","V","1AAI-S","ἔγραψά","ἔγραψά","ἔγραψα","γράφω"
"57","01","21","RP","DS","σοι,","σοι","σοι","σύ"
"57","01","21","V","XAPNSM","εἰδὼς","εἰδὼς","εἰδώς","ὁράω"
"57","01","21","C","","ὅτι","ὅτι","ὅτι","ὅτι"
"57","01","21","D","","καὶ","καὶ","καί","καί"
"57","01","21","P","","ὑπὲρ","ὑπὲρ","ὑπέρ","ὑπέρ"
"57","01","21","RR","APN","⸀ἃ","ἃ","ἅ","ὅς"
"57","01","21","V","1PAI-S","λέγω","λέγω","λέγω","λέγω"
"57","01","21","V","2FAI-S","ποιήσεις.","ποιήσεις","ποιήσεις","ποιέω"
"57","01","22","D","","ἅμα","ἅμα","ἅμα","ἅμα"
"57","01","22","C","","δὲ","δὲ","δέ","δέ"
"57","01","22","D","","καὶ","καὶ","καί","καί"
"57","01","22","V","2PAD-S","ἑτοίμαζέ","ἑτοίμαζέ","ἑτοίμαζε","ἑτοιμάζω"
"57","01","22","RP","DS","μοι","μοι","μοι","ἐγώ"
"57","01","22","N","ASF","ξενίαν,","ξενίαν","ξενίαν","ξενία"
